,JE6 0m DMSO R1,JE6 0m DMSO R2,JE6 0m DMSO R3,JE6 0m DMSO R4,JE6 0m DMSO R5,JE6 5m DMSO R1,JE6 5m DMSO R2,JE6 5m DMSO R3,JE6 5m DMSO R4,JE6 5m DMSO R5,JE6 0m U0126 R1,JE6 0m U0126 R2,JE6 0m U0126 R3,JE6 0m U0126 R4,JE6 0m U0126 R5,JE6 5m U0126 R1,JE6 5m U0126 R2,JE6 5m U0126 R3,JE6 5m U0126 R4,JE6 5m U0126 R5,J.TCPTP- 0m DMSO R1,J.TCPTP- 0m DMSO R2,J.TCPTP- 0m DMSO R3,J.TCPTP- 0m DMSO R4,J.TCPTP- 0m DMSO R5,J.TCPTP- 5m DMSO R1,J.TCPTP- 5m DMSO R2,J.TCPTP- 5m DMSO R3,J.TCPTP- 5m DMSO R4,J.TCPTP- 5m DMSO R5,J.TCPTP- 0m U0126 R1,J.TCPTP- 0m U0126 R2,J.TCPTP- 0m U0126 R3,J.TCPTP- 0m U0126 R4,J.TCPTP- 0m U0126 R5,J.TCPTP- 5m U0126 R1,J.TCPTP- 5m U0126 R2,J.TCPTP- 5m U0126 R3,J.TCPTP- 5m U0126 R4,J.PTPN22- 0m DMSO R1,J.PTPN22- 0m DMSO R2,J.PTPN22- 0m DMSO R3,J.PTPN22- 0m DMSO R4,J.PTPN22- 0m DMSO R5,J.PTPN22- 5m DMSO R1,J.PTPN22- 5m DMSO R2,J.PTPN22- 5m DMSO R3,J.PTPN22- 5m DMSO R4,J.PTPN22- 5m DMSO R5,J.PTPN22- 0m U0126 R1,J.PTPN22- 0m U0126 R2,J.PTPN22- 0m U0126 R3,J.PTPN22- 0m U0126 R4,J.PTPN22- 0m U0126 R5,J.PTPN22- 5m U0126 R1,J.PTPN22- 5m U0126 R2,J.PTPN22- 5m U0126 R3,J.PTPN22- 5m U0126 R4,J.PTPN22- 5m U0126 R5,J.SHP1- 0m DMSO R1,J.SHP1- 0m DMSO R2,J.SHP1- 0m DMSO R3,J.SHP1- 0m DMSO R4,J.SHP1- 0m DMSO R5,J.SHP1- 5m DMSO R1,J.SHP1- 5m DMSO R2,J.SHP1- 5m DMSO R3,J.SHP1- 5m DMSO R4,J.SHP1- 5m DMSO R5,J.SHP1- 0m U0126 R1,J.SHP1- 0m U0126 R2,J.SHP1- 0m U0126 R3,J.SHP1- 0m U0126 R4,J.SHP1- 0m U0126 R5,J.SHP1- 5m U0126 R1,J.SHP1- 5m U0126 R2,J.SHP1- 5m U0126 R3,J.SHP1- 5m U0126 R4,J.SHP1- 5m U0126 R5
0,144498.18,54168.0,124867.0,151229.0,156258.0,121209.14,102913.61,87743.0,117979.36,193143.65,19894.0,86647.32,119759.1,112597.31,131618.39,91462.22,123300.36,108387.4,118250.62,22019.0,62834.15,57873.65,54421.43,54366.0,94654.85,47249.06,87103.12,35498.0,69041.0,74669.26,51851.46,15694.0,30740.0,59988.18,55154.0,43168.0,68341.63,55423.03,32561.0,165406.36,113792.66,121444.7,114407.0,73694.0,146909.43,32388.0,91642.0,288863.0,374475.0,51250.0,106691.31,89003.0,86659.46,127165.18,81392.0,79233.0,39862.0,125107.05,226468.0,270965.0,298320.51,251395.33,277175.52,353159.81,594735.0,197463.0,426752.35,418452.0,326044.0,320436.0,466888.11,837786.0,399255.0,363083.0,172345.0,577904.0,778578.0,131389.0,974668.0
1,1253620.0,1594833.0,1551793.0,1678921.0,1586944.0,1065728.0,597296.0,1257845.0,618204.0,896111.0,503471.0,557883.0,292462.0,375377.0,375223.0,352677.0,354082.0,251357.0,468069.0,617209.0,796364.0,1053756.0,732519.0,1396708.0,1563888.0,995366.0,1042034.0,1320899.0,670703.0,1116667.0,1387942.0,1674848.0,1582565.0,1992807.0,2371881.0,2480539.0,875518.0,1508321.0,930458.0,2098321.0,702986.0,1257551.0,2745158.0,2490232.0,892649.0,1719844.0,1758280.0,4622730.0,4099020.0,1836706.0,1880903.0,1524059.0,619768.0,587144.0,1580191.0,1284247.0,679625.0,1978901.0,2657244.0,1802320.0,520349.0,258084.0,404559.0,807259.0,2837918.0,2119150.0,1517001.0,2384141.0,1473334.0,398408.0,249704.0,1015478.0,143773.0,731129.0,997203.0,387220.0,380998.0,1138751.0,499442.0
2,1063467.0,821019.0,457035.0,1004488.0,903346.0,790765.0,851914.0,1044668.0,2798188.0,1987091.0,126151.0,259378.0,84408.0,366776.0,784752.0,514311.0,1008917.0,479722.0,543306.0,937329.0,385827.0,449664.0,936021.0,326201.0,1156505.0,1297069.0,1298870.0,688402.0,1069859.0,988123.0,1446119.0,390270.0,1133406.0,438384.0,545770.0,1342862.0,1466828.0,1352454.0,709327.0,5672751.0,3111913.0,4383593.0,3684027.0,3419607.0,4658649.0,5508182.0,4230735.0,4224458.0,6888355.0,665985.0,1263409.0,1627078.0,1204660.0,2087687.0,2465019.0,1790672.0,2236009.0,2027481.0,2322428.0,181813.0,197336.11,1419774.0,67454.0,62336.0,210971.0,181846.0,179028.0,81799.0,124045.0,328360.0,259702.71,75915.0,592612.03,442388.0,165164.0,324813.4,117687.0,79851.0,86452.0
3,18497078.0,7051889.0,398979415.0,241003751.0,2893792.0,1300774.0,457140420.0,1435884.0,2929673.0,2260248.0,527903366.0,619680989.0,95497.0,226337959.0,364160981.0,548497399.0,436530582.0,746981536.0,1198813.0,289890590.0,1573274130.0,1257343536.0,1102927542.0,1355215241.0,697858626.0,575392174.0,1373995.0,1841470.0,245099101.0,1463224.0,1737211.0,1526929.0,1341302.0,1467685.0,1819346.0,2355736.0,1751975.0,2193178.0,1148122.0,9735373.0,5942824.0,5598692.0,7124211.0,6153249.0,5940577.0,6006354.0,440553709.0,6553520.0,7451950.0,592442685.0,969498279.0,2401571.0,532684788.0,1831197.0,2186770.0,2174107.0,1806818.0,2496085.0,2188975.0,737751.0,357528503.0,246571869.0,154634148.0,613175.0,1500046.0,1647261.0,720753.0,900874.0,663376.0,54577.0,155084075.0,39858857.0,208643532.0,54839.0,168047985.0,49788440.0,230280206.0,98585730.0,298302.0
4,377166.96,219509.24,224170.22,192689.23,100625.0,482435.0,418765.0,200947.0,361912.83,257817.0,191168.3,290008.09,293260.05,162282.62,239935.74,166089.76,163183.14,176189.45,176990.69,240919.34,165243.5,256108.94,272779.63,368137.4,527854.68,158242.86,134140.0,127813.0,118379.0,258723.0,295063.28,228510.45,340449.86,346290.37,529757.66,539742.31,402289.41,441345.26,250401.24,4736660.0,1130208.0,1207354.0,1107420.0,1341503.0,3724970.0,2970631.0,3786226.0,2360064.0,7376294.0,279470.0,139036.0,109033.0,119095.0,245548.0,274998.41,92522.0,130093.0,297642.0,420895.0,344639.73,339065.64,588086.28,370819.4,288981.38,202101.0,366309.0,451774.17,1019615.0,779892.0,345473.56,488498.31,331229.69,485283.46,366834.94,354605.23,65251.0,292358.25,400066.29,83070.0
5,2277282.0,7455215.0,3104463.0,4403897.0,1023874.0,8420932.0,7516309.0,2291576.0,8793682.0,5206006.0,4445302.0,3269551.0,3003408.0,2867112.0,2556334.0,2432049.0,2228765.0,3995342.0,3435516.0,2981491.0,23220094.0,32129251.0,12437457.0,16017414.0,29929526.0,12155207.0,8113960.0,6275172.0,6375417.0,7733223.0,12764077.0,10290759.0,5455315.0,8958520.0,23560538.0,10102433.0,8840893.0,12773743.0,3070836.0,39343307.0,17971598.0,20681735.0,19479454.0,25607775.0,25499710.0,26303533.0,21385356.0,23579353.0,42879545.0,27742557.0,23580656.0,6499147.0,12925052.0,7106536.0,11248472.0,10349805.0,9199380.0,8774268.0,8249367.0,230387.0,2348584.0,291325.0,750363.0,3329291.0,431647.0,724356.0,4349112.0,1598049.0,753036.0,5010223.0,1382588.0,628146.0,118102.0,2867720.0,193793.0,1099204.0,2943499.0,643191.0,737222.0
6,1006280.92,903006.0,719482.0,687218.0,721177.0,775044.0,298224.0,825343.0,1127406.0,1073000.0,816575.0,470636.0,320810.0,318909.0,226965.0,709865.0,462665.0,468989.0,416490.0,742800.0,703658.0,206382.0,514001.0,310555.0,470711.0,461023.0,592359.0,571403.0,296964.0,526372.0,229320.0,182660.0,182232.0,155026.0,144170.0,711954.0,408833.0,348452.0,268359.0,4417609.0,2083103.0,1580785.0,1911598.0,2205132.0,2901714.0,1466302.0,1958490.0,2711237.0,2642210.0,806519.0,1262731.0,799839.0,861482.0,939731.0,789163.0,1022435.0,920267.0,724387.0,921814.0,925843.11,937314.77,1169373.52,949426.32,968952.28,100922.0,1249238.82,1033705.83,1230099.25,1023536.67,1031615.28,1013602.55,945995.57,1085841.65,918497.37,940338.42,932348.76,916171.09,926358.01,938894.42
7,1031046.31,903006.0,728889.0,687218.0,721177.0,775044.0,298224.0,827761.0,1127406.0,1063501.0,816575.0,470636.0,320810.0,318909.0,226965.0,709865.0,462665.0,468989.0,416490.0,733075.0,703658.0,206382.0,514001.0,310555.0,470711.0,461023.0,593435.0,571403.0,292732.0,529926.0,229320.0,182660.0,182232.0,155026.0,144170.0,711954.0,408833.0,348452.0,268359.0,4407175.0,2083103.0,1590535.0,1911598.0,2205132.0,2907950.0,1466302.0,1958490.0,2711237.0,2642210.0,806519.0,1251016.0,799839.0,861482.0,928369.0,789163.0,1022435.0,917935.0,724387.0,921814.0,921216.35,930980.58,1140013.43,942940.33,957816.48,100922.0,1265073.36,1051661.7,1241548.12,1025742.88,1035690.17,1017846.19,936785.36,1071910.02,910139.46,927728.48,926996.91,907616.16,913443.96,932649.6
8,1029735.03,903006.0,728889.0,687218.0,721177.0,775044.0,298224.0,825343.0,1124960.0,1073000.0,816575.0,470636.0,320810.0,318909.0,226965.0,709865.0,462665.0,468989.0,416490.0,742800.0,703658.0,206382.0,514001.0,310555.0,470711.0,461023.0,592359.0,558175.0,292732.0,526372.0,229320.0,182660.0,182232.0,155026.0,144170.0,711954.0,403614.0,348452.0,268359.0,4407175.0,2083103.0,1580785.0,1911598.0,2205132.0,2901714.0,1466302.0,1958490.0,2711237.0,2642210.0,798084.0,1251016.0,799839.0,861482.0,928369.0,789163.0,1022435.0,917935.0,724387.0,921814.0,922742.41,931625.52,1143554.39,942741.35,962482.1,100922.0,1256508.44,1047223.83,1231135.52,1029123.48,1038267.32,1020945.15,938376.46,1073229.98,912650.66,926994.3,932296.24,908859.79,923442.13,933911.91
9,192791.0,374257.0,563479.0,359081.0,471042.0,656188.0,202647.0,405732.0,654733.0,828329.0,363075.0,111550.0,266465.0,86002.0,98093.0,507791.0,498467.0,457079.0,358629.0,190009.0,216361.0,486072.33,895591.0,395109.59,247527.0,230701.0,566543.0,292924.0,61087.0,306546.0,51986.0,68570.0,439595.0,96842.0,174956.0,619891.0,172304.0,305428.0,119840.0,3836412.0,1722871.0,2546894.0,1973454.0,1999598.0,3125024.0,3050824.0,3560128.0,2600550.0,3289073.0,238741.0,216303.0,199646.0,276027.0,392428.0,484027.0,570169.0,577318.0,486448.0,738049.0,293197.0,182161.0,800115.72,594405.14,1054082.06,3636816.0,2885824.83,52691.0,6001756.0,5012453.0,1061385.5,1131804.19,1545195.22,873721.97,1076478.31,154291.0,63355.0,444032.67,56194.0,5533044.0
10,1829852.0,2343082.0,2007604.0,1573339.0,1732496.81,3291608.0,1457895.0,2224418.0,2065985.0,2452200.0,669628.0,420620.0,295948.0,459811.0,384112.0,424633.0,978383.0,869077.0,551263.0,906114.0,1262003.0,2383874.0,2190605.0,1368618.0,2204968.0,1732785.0,1820915.0,1631400.0,1052161.0,1808521.0,849200.0,746273.0,672783.0,680946.0,943292.0,1455653.0,1248049.0,1578027.0,532956.0,13960635.0,6235151.0,4933154.0,6252123.0,5433611.0,9301546.0,8824726.0,8799918.0,8505376.0,12142722.0,1614663.0,1434505.0,880913.0,1653655.0,1054819.0,1364231.0,1224784.0,1137049.0,1288421.0,1583146.0,100579.0,72091.0,113481.0,142796.0,117629.0,499070.0,952735.0,646036.0,636801.0,123987.0,339689.95,72278.0,891257.63,1422658.3,225573.06,270559.59,78304.0,178025.97,201473.21,254982.29
11,10448304.0,6482569.0,4841982.0,4490029.0,6706037.0,8006333.0,3466860.0,3181916.0,5031076.0,4188582.0,4208922.0,3823368.0,125963.0,1605665.0,3836707.0,3634600.0,3554131.0,427135.0,3193130.0,3640135.0,197990.0,11121837.0,5239373.0,7026950.0,4961725.0,4351232.0,2305318.0,3286896.0,2789157.0,4660529.0,3526313.0,4492188.0,1406352.0,2626660.0,5236951.0,4333969.0,1634867.0,2013351.0,1123055.0,3877573.0,6462800.0,5730399.0,6955950.0,7781962.0,9270871.0,8659173.0,4760224.0,3370696.0,5719818.0,5432296.0,6899485.0,3750167.0,2741033.0,2339273.0,3018910.0,3873529.0,2368286.0,2863173.0,2645313.0,902080.0,2484087.0,1176259.0,1014403.0,968190.0,794867.0,1387260.0,825223.0,1251320.0,304089.0,1052509.0,1005910.0,303371.0,1077537.0,1632031.0,961372.0,376814.0,2773417.0,505886.0,268798.0
12,4787697.0,1663175.0,2916034.0,2180157.0,2322945.0,3238154.0,2793907.0,1836128.0,1168710.0,1601879.0,1482872.0,2074657.0,3012469.0,1803247.0,1786131.0,3587674.0,2481718.0,2533942.0,1252639.0,1759191.0,1485337.0,1526519.0,1059886.0,1876313.0,2512497.0,1463170.0,982396.0,2323084.0,1029163.0,1412323.0,591186.0,1578310.0,739772.0,929771.0,5967253.0,4464866.0,2100030.0,1863509.0,1253624.0,2178941.0,2490341.0,1496233.0,1343696.0,1124038.0,2014421.0,2203462.0,1862245.0,2540572.0,2342563.0,2200048.0,4960880.0,2952892.0,3526427.0,4692155.0,782557.0,1758539.0,1251403.0,2436633.0,2121575.0,1707544.0,5128239.0,4113968.0,2840945.0,1850117.0,3244565.0,5041649.0,3530362.0,4522515.0,1317645.0,2826808.0,4016990.0,2982468.0,10378688.0,4604611.0,3528262.0,2798790.0,4366258.0,3545895.0,3899996.0
13,364785.43,346777.28,336874.59,318595.97,366169.88,375333.15,341823.19,336774.62,385469.31,397350.91,358085.32,349333.55,340079.16,335281.72,311345.51,381588.89,340484.61,364866.58,325290.19,382928.53,385166.39,381165.82,365486.96,348140.36,385629.59,364907.76,372784.29,371906.08,389039.09,346619.9,373119.33,362788.04,368564.55,358553.6,366755.8,388620.62,351034.87,356634.34,350720.28,412723.18,397514.54,385514.51,397767.59,399844.79,397225.05,378156.89,394144.65,407831.3,410853.09,389318.02,396374.28,398651.26,399530.63,374276.79,395336.16,358181.33,396857.96,381467.47,427375.45,349967.99,338563.47,77448.0,545831.0,496921.0,269648.0,449915.54,387092.9,894715.0,158796.0,296421.9,351473.0,229830.0,322331.41,298619.55,253635.28,347469.74,273501.8,294470.4,65552.0
14,519432.0,217114.21,190367.0,177911.0,219481.0,219769.33,246570.0,244135.47,216969.2,208168.0,145415.99,184424.49,274985.25,67679.0,133458.94,104262.0,187728.0,183465.62,136856.0,132986.53,184793.72,249355.0,178994.0,216802.93,147758.0,94364.0,179196.95,172430.0,141140.85,187038.3,180538.09,221804.9,189671.79,157258.34,264697.74,261014.72,277059.0,223282.08,96925.0,328663.01,297016.22,268483.31,292918.66,274328.0,303389.5,234539.55,158388.0,343612.11,412654.23,208986.58,246291.59,241274.13,235297.08,150713.0,191163.92,215094.6,165425.33,217875.34,218018.93,431749.0,428014.14,656986.0,345992.0,361738.27,429399.0,837575.0,812559.0,296983.0,390172.2,629259.0,217797.0,110987.0,456062.8,217347.0,219565.0,128020.0,631353.0,433983.0,287000.0
15,1248861.0,1408176.0,1052809.0,1520322.0,1399855.0,2218187.0,1441563.0,1710536.0,1707654.0,1586295.0,1204043.0,1185922.0,1120331.0,985879.0,740520.0,1216789.0,1105313.0,1034233.0,1035655.0,1036206.0,712096.0,770806.0,688732.0,740823.0,851362.0,1024690.0,731132.0,943292.0,517032.0,706672.0,722431.0,590495.0,561090.0,514294.0,698707.0,1067247.0,867598.0,1075838.0,441827.0,6506253.0,3075405.0,3497572.0,4233898.0,3910186.0,3521623.0,4441796.0,3642921.0,4645530.0,5224502.0,1795645.0,1491966.0,2257166.0,2122921.0,2036021.0,1890332.0,1789819.0,1885498.0,2526953.0,1926520.0,553473.0,290304.0,819921.0,479927.0,182039.0,693395.0,607277.0,496623.0,1139810.0,288597.0,93646.0,478498.59,184501.0,577668.0,440076.0,568459.0,416918.0,455908.0,289454.0,321292.0
16,141512.38,152445.51,129922.94,153924.48,108713.35,157167.98,136378.71,224155.0,148433.24,177588.0,96282.51,117951.01,133972.99,69830.0,122016.15,118523.02,93105.0,113157.01,125339.68,93233.8,100632.06,111660.55,73725.0,119987.14,145758.75,137802.09,131496.01,145618.51,105734.35,129682.0,110769.2,125309.31,117976.33,122420.12,154410.53,144087.35,130792.57,137394.21,106470.1,203652.71,173342.08,167111.83,205458.26,264349.0,157253.8,183036.69,166557.96,205318.58,199473.48,124145.11,117342.26,117436.72,109979.91,159692.98,112140.85,136469.96,103868.56,125729.76,48740.0,134549.06,114046.48,181122.0,67310.0,34145.0,164645.0,160280.09,141461.0,100896.0,125797.64,137927.86,47973.0,237530.0,148984.71,131631.0,158431.0,121802.89,140434.16,109870.0,144782.0
17,709559.0,157330.0,133422.0,934208.0,1544195.0,1188689.0,753463.0,435425.0,691105.0,1404134.0,1043722.0,669697.0,522152.0,597539.0,647759.0,1078223.0,625742.0,686398.0,1122269.0,724097.0,1094314.0,1015064.0,1254009.0,1806376.0,3847462.0,952959.0,545452.0,1837142.0,1009618.0,1096005.0,1222826.0,946514.0,807543.0,826463.0,2385205.0,1964869.0,1109451.0,942745.0,974750.0,3157639.0,1327272.0,1524677.0,3044542.0,2799137.0,1314762.0,1170749.0,885872.0,2845058.0,2655017.0,732096.0,1704573.0,2461286.0,2982189.0,3040869.0,1949757.0,1667528.0,1299341.0,2672759.0,2414065.0,420269.0,184801.0,539616.0,440395.0,156047.0,159430.0,112434.0,255609.0,283124.08,200617.05,229555.13,157458.0,184766.89,634895.13,221186.0,158050.0,119117.0,272153.0,187129.0,53829.0
18,980715.0,790514.0,603138.0,797989.0,533458.0,480724.0,367822.0,364688.0,112099.0,580637.0,338056.0,271439.0,403967.0,172493.0,192597.0,202556.0,556541.0,555816.0,362298.0,362713.0,283850.0,418710.0,146784.0,431993.0,754546.0,316406.0,333705.0,464488.0,194045.0,366571.0,308193.0,379470.0,207605.0,305362.0,449360.0,724664.0,249978.0,345744.0,270338.0,236934.0,264069.0,151855.0,402542.0,486545.0,298562.0,500380.0,328152.0,664596.0,705720.0,1127852.0,520012.0,345527.0,173644.0,95593.0,367886.0,552999.0,167134.0,583325.0,584952.0,77941.0,1006504.0,9402485.0,962876.0,103173.0,765091.0,4811852.0,2016057.0,5536377.0,374152.0,7295947.0,1897810.0,2643618.0,3802431.0,1885700.0,1940593.0,3171655.0,3184096.0,2464539.0,6303834.0
19,33431821.0,30011213.0,25447210.0,31379854.0,29878436.0,36976691.0,26966634.0,32490417.0,37279681.0,39416354.0,31650459.0,30739524.0,27655302.0,26534143.0,21032071.0,27621300.0,27074898.0,24701301.0,26619443.0,20613716.0,16531575.0,20757007.0,19492193.0,20349940.0,24842607.0,16939879.0,16933184.0,23806789.0,11993260.0,16429601.0,12391339.0,13216043.0,10083556.0,9002138.0,15664445.0,16022770.0,13912399.0,15235450.0,8203182.0,38760240.0,35325247.0,31510847.0,38899616.0,26079769.0,31428463.0,28927541.0,30235863.0,32426251.0,31371574.0,32359915.0,35281549.0,27753733.0,33115470.0,31533227.0,27929621.0,20669980.0,24476686.0,28732468.0,24389358.0,30804553.0,22888897.0,22458445.0,21846506.0,17729636.0,18903451.0,20778006.0,14416884.0,16012462.0,10071102.0,12513146.0,18034713.0,9584441.0,29062227.0,15680902.0,12332363.0,8185768.0,12901414.0,10712934.0,13156661.0
20,15177889.0,11893123.0,13329249.0,12933800.0,13536784.0,17630759.0,11266610.0,13795863.0,17020330.0,15469976.0,6771337.0,6107041.0,5602905.0,4910327.0,5327525.0,7017540.0,6056496.0,4668438.0,5678273.0,6239965.0,13782775.0,15648199.0,14321308.0,17223538.0,17175894.0,11299150.0,11317959.0,11534748.0,6007783.0,11583136.0,15159673.0,15193837.0,13456854.0,10724328.0,15522282.0,19553437.0,17499593.0,16263592.0,6958810.0,105394512.0,51815629.0,54020931.0,60656595.0,60967102.0,53180006.0,60296184.0,50182553.0,65342580.0,75863296.0,23777006.0,25792640.0,22447833.0,21625305.0,26275970.0,19451464.0,19828640.0,15840966.0,25537113.0,23333098.0,3282027.0,3021627.0,2349860.0,2326547.0,3418557.0,15993545.0,16483174.0,11847436.0,13831574.0,7102773.0,838312.0,1252616.0,762717.0,1383703.0,1358524.0,1198702.0,858655.0,1890882.0,1554094.0,1796886.0
21,241133.0,498948.0,247799.0,496461.0,919556.0,352544.0,513588.0,548150.0,541616.0,851552.0,560094.0,289239.0,173758.0,163624.0,91800.0,384143.0,56968.0,337095.0,129998.0,99399.0,215062.0,446278.0,657442.0,646292.0,602505.0,180148.0,403521.0,400954.0,221285.0,383033.0,635759.0,138770.0,572541.0,572002.0,595366.0,889674.0,459751.0,384295.0,411195.0,3147619.0,1267033.0,2395366.0,2027658.0,1232474.0,1071439.0,833142.0,1558733.0,1980890.0,1443001.0,821977.0,680436.0,174505.0,444284.0,1114301.0,246929.0,434713.0,356703.0,768506.0,804464.0,667733.0,326599.0,885953.0,577657.0,370905.0,1319551.0,1548786.0,1082776.0,1359505.0,384787.0,76072.0,300213.0,204745.0,1124607.0,349420.0,116888.0,186313.0,159848.0,195108.0,324697.0
22,10089962.0,7712124.0,7402565.0,3112902.0,19140417.0,8315519.0,4254065.0,6370064.0,840784.0,5476274.0,2203887.0,1680445.0,987115.0,934970.0,375241.0,648012.0,1127319.0,1116117.0,1022659.0,917251.0,5358881.0,4863878.0,3851064.0,6286349.0,7863100.0,2875834.0,4465515.0,9129556.0,976436.0,3749961.0,2203591.0,3824972.0,2399299.0,3193454.0,8436142.0,6014565.0,958607.0,5077795.0,1983839.0,2889578.0,1532445.0,2592692.0,3592831.0,4469305.0,2218300.0,4511770.0,7755657.0,10187120.0,11294868.0,7891282.0,9604922.0,4141203.0,2070801.0,582751.0,3238435.0,7992690.0,3633297.0,8327328.0,4818193.0,4375708.0,31168.0,5589120.0,4644124.0,2696080.0,3701397.0,5506536.0,3471857.0,3907974.0,1862205.0,869961.0,1925562.0,3949713.0,5937465.0,2847832.0,1680532.0,386910.0,774641.0,401041.0,3056115.0
23,641168.0,399870.0,335163.0,420180.0,457497.0,587709.0,382361.0,405399.0,459204.0,575681.0,516006.0,626214.0,662207.0,432289.0,559139.0,512615.0,553187.0,511615.0,393030.0,428005.0,586695.0,802995.0,766591.0,772865.0,833693.0,673514.0,622241.0,587307.0,289535.0,497997.0,882289.0,856999.0,648342.0,744278.0,1125837.0,1083401.0,1031802.0,1337737.0,536654.0,1932393.0,1759217.0,1416967.0,1187455.0,1163198.0,1418715.0,1399325.0,1393062.0,1284370.0,1409609.0,1543154.0,1479856.0,1084723.0,1470422.0,1329175.0,1348627.0,1279652.0,1306630.0,1233323.0,1339534.0,134585.0,294286.0,162203.0,138736.0,44778.0,119035.1,91165.0,52236.0,63368.0,42408.0,49597.0,49528.0,76388.97,224329.36,105777.83,30437.0,55297.0,98455.0,77977.0,29961.0
24,559386.0,862647.0,537947.0,840134.0,881182.0,1097727.0,471486.0,866498.0,1277766.0,1034670.0,868373.0,286300.0,382031.0,639657.0,129652.0,798136.0,421112.0,352447.0,278763.0,410089.0,613718.0,194540.0,666589.0,843075.0,493030.0,285588.0,412369.0,436118.0,359628.0,687797.0,948573.0,695631.0,968207.0,903701.0,1037480.0,1245046.0,1065225.0,873574.0,480793.0,1765956.0,1230999.0,1513543.0,2245737.0,1734775.0,1192187.0,1607417.0,1292951.0,1771582.0,1685971.0,917693.0,919910.0,1028753.0,946707.0,1009306.0,926701.0,823684.0,785448.0,1121953.0,1091324.0,952846.0,739056.0,705352.0,756412.0,692023.0,1619504.0,1432012.0,852259.0,1052268.0,636607.0,69862.0,384891.0,312171.0,748534.0,145375.0,288919.0,190569.0,240798.0,193106.0,359941.0
25,559386.0,862647.0,537947.0,840134.0,881182.0,1097727.0,471486.0,866498.0,1277766.0,1034670.0,868373.0,286300.0,382031.0,639657.0,129652.0,798136.0,421112.0,352447.0,278763.0,410089.0,613718.0,194540.0,666589.0,843075.0,493030.0,285588.0,412369.0,436118.0,359628.0,687797.0,948573.0,695631.0,968207.0,903701.0,1037480.0,1245046.0,1065225.0,873574.0,480793.0,1765956.0,1230999.0,1513543.0,2245737.0,1734775.0,1192187.0,1607417.0,1292951.0,1771582.0,1685971.0,917693.0,919910.0,1028753.0,950854.0,1009306.0,926701.0,823684.0,785448.0,1121953.0,1091324.0,952846.0,739056.0,705352.0,756412.0,692023.0,1619504.0,1432012.0,852259.0,1052268.0,628494.0,69862.0,384891.0,312171.0,748534.0,145375.0,288919.0,190569.0,240798.0,193106.0,448374.0
26,624970.0,898215.0,618685.0,425461.0,561442.0,694336.0,476773.0,803227.0,575100.0,1286615.0,769972.0,698861.0,640610.0,1107125.0,536559.0,684829.0,884174.0,800170.0,671303.0,770981.0,788195.0,647406.0,814052.0,1308732.0,922294.0,567571.0,737245.0,858810.0,383590.0,531826.0,599250.0,483381.0,372351.0,593668.0,658165.0,997194.0,637972.0,601452.0,415788.0,460816.0,1089742.0,867709.0,1438898.0,987737.0,1004346.0,1213119.0,888928.0,819001.0,732172.0,1727844.0,1438688.0,1066470.0,1287193.0,1514149.0,1006541.0,953306.0,1054180.0,1263558.0,1133156.0,114769.0,533079.0,567079.42,127701.0,193677.0,628522.13,640663.9,604684.99,629679.66,382630.67,214999.0,385528.73,326934.19,561554.0,355942.24,356168.85,320605.17,375497.89,325569.01,330608.39
27,4185818.0,2583394.0,2172516.0,2477413.0,2770904.0,3983484.0,2348861.0,2978073.0,4266624.0,3543876.0,3945984.0,3624176.0,3181224.0,2707346.0,3103730.0,3834732.0,3087659.0,3165111.0,3845621.0,3327474.0,9103502.0,9972664.0,9029905.0,9866034.0,11087574.0,8662429.0,7790094.0,10198371.0,5192609.0,7877151.0,9689373.0,7883085.0,7497151.0,7421374.0,10793858.0,11747891.0,9594548.0,11170543.0,5000780.0,6243377.0,4696178.0,4009530.0,3218405.0,4236077.0,14607644.0,4436228.0,4001771.0,5338181.0,4535114.0,3569282.0,4749292.0,4410927.0,4133694.0,4664179.0,3893161.0,5464182.0,3324978.0,4778089.0,4343838.0,1951782.0,1015214.0,2444902.0,1648420.0,1154354.0,3289274.0,3988675.0,1147646.0,2483054.0,4212514.0,895358.0,3111025.0,2070206.0,2539269.0,2962429.0,2622549.0,1784404.0,1627786.0,1857972.0,1753609.0
28,1669509.69,1419987.51,146269.0,1884118.0,1092050.34,365192.0,791766.48,1045680.93,349175.0,249926.0,1364792.93,1866024.51,2702895.0,1570628.38,1992456.05,1220428.75,1467163.25,1749127.13,1372991.65,1258591.0,2663423.0,1751808.7,549873.0,287266.0,4739371.0,4214582.0,210362.0,5041661.0,2028892.84,4595901.0,106612.0,3453389.0,61793.0,124479.0,1347503.09,452849.0,112078.0,162410.0,111411.0,8918367.0,6412227.0,827628.0,1187926.0,546703.0,6448596.0,225474.0,777357.0,1359959.0,294783.0,179520.0,1897653.12,161294.0,125363.0,2708487.0,843409.1,4169819.0,140988.0,351821.0,108723.0,71946.0,894834.46,1063474.08,790544.75,61136.0,882403.0,743281.0,775391.0,603931.0,133111.0,1535351.0,1003531.37,1736403.39,1579916.91,1822305.33,939730.66,1808739.63,1722610.14,1861695.05,1969725.54
