,JE6 0m DMSO R1,JE6 0m DMSO R2,JE6 0m DMSO R3,JE6 0m DMSO R4,JE6 0m DMSO R5,JE6 5m DMSO R1,JE6 5m DMSO R2,JE6 5m DMSO R3,JE6 5m DMSO R4,JE6 5m DMSO R5,JE6 0m U0126 R1,JE6 0m U0126 R2,JE6 0m U0126 R3,JE6 0m U0126 R4,JE6 0m U0126 R5,JE6 5m U0126 R1,JE6 5m U0126 R2,JE6 5m U0126 R3,JE6 5m U0126 R4,JE6 5m U0126 R5,J.TCPTP- 0m DMSO R1,J.TCPTP- 0m DMSO R2,J.TCPTP- 0m DMSO R3,J.TCPTP- 0m DMSO R4,J.TCPTP- 0m DMSO R5,J.TCPTP- 5m DMSO R1,J.TCPTP- 5m DMSO R2,J.TCPTP- 5m DMSO R3,J.TCPTP- 5m DMSO R4,J.TCPTP- 5m DMSO R5,J.TCPTP- 0m U0126 R1,J.TCPTP- 0m U0126 R2,J.TCPTP- 0m U0126 R3,J.TCPTP- 0m U0126 R4,J.TCPTP- 0m U0126 R5,J.TCPTP- 5m U0126 R1,J.TCPTP- 5m U0126 R2,J.TCPTP- 5m U0126 R3,J.TCPTP- 5m U0126 R4,J.PTPN22- 0m DMSO R1,J.PTPN22- 0m DMSO R2,J.PTPN22- 0m DMSO R3,J.PTPN22- 0m DMSO R4,J.PTPN22- 0m DMSO R5,J.PTPN22- 5m DMSO R1,J.PTPN22- 5m DMSO R2,J.PTPN22- 5m DMSO R3,J.PTPN22- 5m DMSO R4,J.PTPN22- 5m DMSO R5,J.PTPN22- 0m U0126 R1,J.PTPN22- 0m U0126 R2,J.PTPN22- 0m U0126 R3,J.PTPN22- 0m U0126 R4,J.PTPN22- 0m U0126 R5,J.PTPN22- 5m U0126 R1,J.PTPN22- 5m U0126 R2,J.PTPN22- 5m U0126 R3,J.PTPN22- 5m U0126 R4,J.PTPN22- 5m U0126 R5,J.SHP1- 0m DMSO R1,J.SHP1- 0m DMSO R2,J.SHP1- 0m DMSO R3,J.SHP1- 0m DMSO R4,J.SHP1- 0m DMSO R5,J.SHP1- 5m DMSO R1,J.SHP1- 5m DMSO R2,J.SHP1- 5m DMSO R3,J.SHP1- 5m DMSO R4,J.SHP1- 5m DMSO R5,J.SHP1- 0m U0126 R1,J.SHP1- 0m U0126 R2,J.SHP1- 0m U0126 R3,J.SHP1- 0m U0126 R4,J.SHP1- 0m U0126 R5,J.SHP1- 5m U0126 R1,J.SHP1- 5m U0126 R2,J.SHP1- 5m U0126 R3,J.SHP1- 5m U0126 R4,J.SHP1- 5m U0126 R5
220,2709796.0,1451568.0,343035.0,432963.0,328373.0,1566663.0,1202112.0,403752.0,931454.0,798800.0,321232.0,386077.0,622739.0,375838.0,174448.0,331326.0,523341.0,245770.0,765659.0,311347.0,641665.0,539414.0,733101.0,749517.0,793978.0,1189330.0,561373.0,606522.0,292892.0,1168968.0,615609.0,666823.0,523666.0,1304584.0,2501970.0,862584.0,2634534.0,791331.0,1011463.0,2694759.0,1289078.0,1219624.0,1751983.0,1563000.0,1412336.0,1315391.0,1478062.0,1839083.0,1728442.0,4373384.0,2245186.0,1779431.0,565436.0,719437.0,584205.0,474941.0,478975.0,4902987.0,554984.0,720628.0,390194.0,3578970.0,409306.0,350392.0,309922.0,537067.0,254770.0,338151.0,251648.0,141539.0,603882.0,222725.0,1069355.0,1001954.0,775125.0,77806.0,92246.0,68233.0,81423.0
221,88893096.0,52567992.0,18863007.0,2485322.0,9227510.0,61588357.0,3495059.0,3058835.0,4458831.0,7716075.0,11824016.0,16876701.0,38253004.0,214692.0,12241779.0,22615329.0,12480860.0,20091554.0,11102330.0,229503.0,6221959.0,13324559.0,4054556.0,25587746.0,27384893.0,11456310.0,6867055.0,18108041.0,399411.0,6416047.0,2836599.0,4663242.0,3605901.0,7488561.0,6409171.0,6152045.0,12298964.0,7195999.0,4546446.0,7304608.0,10032687.0,4028149.0,2065272.0,6712548.0,1898202.0,2106855.0,13066414.0,330473.0,8473380.0,35290291.0,16373999.0,4925001.0,10498068.0,37490290.0,2605136.0,22865630.0,10324074.0,23949319.0,12317058.0,10656010.0,61549444.0,30415653.0,16564783.0,17195174.0,22021903.0,30049394.0,16808466.0,24004102.0,17158159.0,6798987.0,41194433.0,16241555.0,5092211.0,4991722.0,7542450.0,21991987.0,4145005.0,8372756.0,24989718.0
222,24040744.0,17297393.0,7802892.0,2439152.0,2162745.0,20960336.0,13263604.0,510943.0,5912096.0,2730420.0,8499662.0,9766378.0,17310276.0,413394.0,4870881.0,7156817.0,6479047.0,12751273.0,5281754.0,2204673.0,23280300.0,28275876.0,17270615.0,25384140.0,12191472.0,10049275.0,5977400.0,8736922.0,6249167.0,10291014.0,8207586.0,9823963.0,478870.0,5137142.0,20650949.0,14468589.0,5400558.0,5973826.0,2399088.0,7478490.0,14543863.0,10656190.0,11377552.0,9670477.0,17766675.0,11761440.0,7633515.0,3994076.0,6891784.0,17354311.0,26300062.0,13914337.0,17074737.0,6070639.0,6912807.0,16054747.0,6338831.0,7162430.0,8282694.0,2970196.0,2059302.0,2343038.0,1619161.0,751930.0,758298.0,843318.0,252244.0,1008513.0,237500.0,582269.0,314367.0,250396.0,1391732.0,661336.0,573678.0,85718.0,1717273.0,302617.0,477118.0
223,141404961.0,68119087.0,61486282.0,98282192.0,77257665.0,82685162.0,34521308.0,69348296.0,77791571.0,90848262.0,78603617.0,70682869.0,92874484.0,51424178.0,47616456.0,79841967.0,59369819.0,75992192.0,73775508.0,48097477.0,109213260.0,137073137.0,87577392.0,160194829.0,223257734.0,93031750.0,28159766.0,145899948.0,65564661.0,102761564.0,93402558.0,107034847.0,79149801.0,87205066.0,215458218.0,205407156.0,70717686.0,56335786.0,78980073.0,184560653.0,131571325.0,90741212.0,152527169.0,107468349.0,114493180.0,115236745.0,82463708.0,186863498.0,191086624.0,69240331.0,131533973.0,146745065.0,121696529.0,188010214.0,99644944.0,94832400.0,62281297.0,153614897.0,121783034.0,90716573.0,112817268.0,121658125.0,100733753.0,78458779.0,93897748.0,123472578.0,97126420.0,87749131.0,53233677.0,64978439.0,90037701.0,69068119.0,233539965.0,98763638.0,75337712.0,42224833.0,63030117.0,61704232.0,72984033.0
224,4744689.0,83364.0,742301.89,43915.0,72897.0,1045917.0,379564.82,1166116.0,605375.59,382756.0,856257.0,150058.0,156122.0,72890.0,49080.0,221561.0,255321.69,69467.0,583433.0,53049.0,64995.0,869744.0,103952.0,197463.0,2380077.0,95691.0,321639.89,720549.0,680261.0,1105980.0,1174896.33,343346.64,146028.0,52474.0,320463.0,5763143.0,638335.0,790725.23,208132.88,1677908.93,507877.0,885229.97,1738076.4,1756184.55,80294.0,649570.0,629155.97,362367.0,1287058.28,95615.0,3465319.0,403721.98,498688.6,48930.0,218163.24,192336.0,58246.0,865590.24,58346.0,764699.0,4234617.0,472019.0,32483.0,374644.0,176984.0,1006776.0,602684.3,754284.17,311985.79,112149.0,268538.4,52975.0,1789950.69,493538.33,273650.13,49850.0,602645.0,41726.0,76293.0
225,214489.55,213760.0,120198.0,358857.0,306890.0,327571.0,351145.0,352040.0,614213.0,522787.0,197565.0,138949.0,200595.41,212719.0,269700.0,322629.0,310118.0,149059.0,350852.0,381319.0,129483.0,260076.1,203799.0,91345.0,195694.0,264337.0,340975.0,269585.0,268784.0,346879.0,224362.0,230166.0,193243.0,222859.0,89054.0,337287.0,569941.0,601378.0,195242.0,3106307.0,933359.0,1309669.0,1710953.0,1788078.0,1691632.0,2017895.0,1609547.0,2276380.0,3409928.0,239211.0,629315.0,717076.0,542850.0,693728.0,968825.0,825521.0,624161.0,922518.0,894221.0,215648.9,230391.54,366321.95,231437.96,244984.34,141359.0,96127.0,208674.0,335463.87,272954.37,282903.85,272505.5,292206.41,304871.89,211209.0,227416.27,263045.13,204187.56,221652.26,276117.89
226,2132781.0,2269603.0,1170286.0,1189515.0,1174656.0,1901982.0,2199903.0,447597.0,1589108.0,2437465.0,2406123.0,2292152.0,2455909.0,896761.0,917370.0,1499260.0,1474438.0,3665789.0,1303390.0,960115.0,8740004.0,8408979.0,4456250.0,7560656.0,5689433.0,3382106.0,3257982.0,3105126.0,1617518.0,2566694.0,3333554.0,5073799.0,1355549.0,4150138.0,8831150.0,9062763.0,4522174.0,3419888.0,1031096.0,8008350.0,9263399.0,6298212.0,7480376.0,14639223.0,11263550.0,6958948.0,8501362.0,6495176.0,6136733.0,4852995.0,10694774.0,8386404.0,6733007.0,4232863.0,3351990.0,7323178.0,6033838.0,5296468.0,5387832.0,296863.0,180632.0,1279660.0,793986.0,4165363.0,1426743.0,2330781.0,1676832.0,932919.0,489291.0,330044.0,687063.32,618536.34,242259.0,268945.0,159248.0,499997.83,419371.0,131202.0,461463.67
227,784690.0,179546.0,128889.0,146633.0,204916.0,108374.0,148173.0,377234.0,134671.04,62418.0,125069.6,144009.34,96000.0,52826.0,85189.0,66628.0,134786.46,57160.0,55867.0,151435.02,837776.0,1054014.0,774208.0,1264455.0,1067056.0,779950.0,954197.0,1064714.0,505741.0,824738.0,750390.0,918274.0,1010473.0,861102.0,1288690.0,1587314.0,1414898.0,1293382.0,689220.0,894762.43,89141.0,265537.45,332252.11,378438.0,216454.54,211994.05,102628.0,85111.0,142611.0,474967.41,527772.28,601339.61,245660.71,1584511.0,443639.09,622659.47,379222.73,1040093.0,274604.51,122854.0,499916.36,1354925.0,464479.47,462840.61,290187.0,234109.0,192257.0,217632.0,291508.15,443876.77,466074.24,326813.79,279069.0,379298.29,308450.0,335745.77,293743.0,289422.33,277966.52
228,310279.0,323140.0,98924.0,7146014.0,6647908.0,5330972.0,1060577.0,5768093.0,3492039.12,9765405.0,50593.0,2252767.53,2959693.96,2301600.8,1509096.12,8109431.0,1710470.06,2272391.96,3362476.08,78578.0,5275861.0,916652.0,819610.0,6616195.0,527518.0,1216998.62,306587.0,479471.0,655003.0,281701.0,1442542.0,1214357.95,1127953.0,1034462.0,1210986.0,2815834.0,3038129.0,1125607.0,470078.0,6442702.0,1254440.0,2994220.0,2972882.0,3077071.0,2648944.0,1674906.0,2287990.0,3686144.0,3716251.0,720392.0,568719.0,1127211.0,800338.0,981324.0,502916.0,379296.0,459593.0,1284645.0,1103883.0,1419345.0,464000.0,4035878.0,2954004.0,810779.0,2666725.0,2776408.0,1874904.0,1815203.0,1107824.0,1396073.75,350496.0,232198.0,462019.0,2713785.0,294325.0,203973.0,98543.0,198092.0,981382.0
229,1479355.0,1160349.0,1360712.0,1400483.0,713795.0,2067453.0,1767180.0,2136642.0,2824912.0,2762146.0,740550.0,286146.0,279559.0,527071.0,112863.0,826749.0,1490830.0,764450.0,445518.0,654743.0,1239787.0,982394.0,1715152.0,1420586.0,1782209.0,1645838.0,1765828.0,2123998.0,1168806.0,1788105.0,1552673.0,1475395.0,1818592.0,1221628.0,1786168.0,2600432.0,2216581.0,2255740.0,881250.0,5874524.0,4325404.0,5504893.0,5391893.0,4852075.0,6699814.0,6427319.0,4945766.0,5017439.0,6678955.0,3935031.0,4456915.0,2218302.0,2110730.0,2103573.0,1761544.0,2451604.0,3608074.0,3583666.0,3238593.0,2116992.0,1700068.0,1229970.0,1467779.0,1506979.0,6197966.0,6405966.0,3834902.0,5458555.0,2806606.0,159953.0,232643.0,608678.29,1045467.0,594269.0,585383.0,369593.0,666343.0,527793.0,688461.0
230,994119.0,1448869.0,1326587.0,1294994.0,1193148.0,1533467.0,1365149.0,1884372.0,2765368.0,2808123.0,1014519.0,566129.0,413818.0,1023795.0,756601.0,1035220.0,776708.0,822339.0,909222.0,916740.0,1499778.0,2031289.0,2403418.0,2396567.0,3086370.0,1193082.0,1468234.0,2168502.0,1138942.0,2433561.0,1553056.0,933335.0,1778856.0,1447275.0,1488979.0,2660705.0,1818492.0,2045080.0,1059699.0,8764740.0,4923622.0,5477122.0,5407615.0,6129572.0,4867510.0,3294289.0,4414557.0,5532646.0,5082962.0,1933901.0,2638826.0,2847082.0,2535155.0,2851064.0,2584970.0,1916722.0,1878779.0,2085706.0,3101259.0,2410012.0,1730804.0,1808701.0,2007848.0,1922051.0,3629973.0,3598291.0,2084981.0,2903654.0,2011916.0,150333.0,152714.0,108196.0,606410.0,275497.0,182095.0,133413.0,261070.0,213913.0,417594.0
231,2469370.0,2459996.0,1789336.0,1018684.0,41372.0,3577797.0,1965699.47,2886787.0,101320.0,5286865.0,2823212.0,2994284.0,2159310.47,2007785.54,1777027.01,2245572.25,2183288.0,1846408.53,3358411.0,1688878.14,280568.0,120985.0,59008.0,992622.47,85655.0,442966.06,108027.0,159040.0,127272.0,583560.6,1363133.0,1596015.0,220715.0,2015197.0,3678138.0,96158.0,1822737.0,1983653.0,120027.0,996262.0,190929.0,404654.0,428328.0,490223.0,216950.0,284331.0,403220.0,875047.0,325674.0,95808.0,94168.0,86033.0,330033.32,160733.0,391598.05,853846.26,465631.29,225842.0,82579.0,829888.0,1052873.31,1295999.0,82421.0,144343.0,118520.0,450214.96,543795.65,408969.0,460263.75,779303.56,559397.81,632793.0,276842.0,347378.0,690695.0,65671.0,614693.59,632270.0,530790.0
232,3626507.0,1538587.0,1381849.0,1639688.0,3149828.0,2386287.0,1810556.0,3584983.0,3951624.0,4106088.0,2606864.0,1770731.0,1731687.0,2137974.0,2151260.0,2467921.0,1675179.0,1528747.0,1890954.0,1732742.0,2092435.0,2892297.0,2694250.0,3215933.0,3407119.0,2225280.0,1615857.0,3150712.0,1447809.0,1968985.0,2555996.0,2010955.0,1757414.0,1625379.0,3566486.0,3367118.0,2171761.0,2607455.0,1153938.0,3206188.0,1769188.0,2043790.0,2584564.0,2315755.0,2011930.0,1944894.0,2038875.0,2506428.0,2308241.0,1558192.0,1450141.0,1487411.0,1507259.0,1542402.0,1101873.0,794147.0,1071377.0,1254563.0,2115686.0,5368088.0,3018933.0,6650393.0,3335305.0,3025582.0,2706805.0,2930493.0,1922342.0,1630222.0,1594814.0,1128902.0,1268401.0,1130354.0,3523341.0,2231678.0,1755869.0,710283.0,1617422.0,971694.0,1691184.0
233,473716.02,262766.0,349405.68,294465.0,301524.0,390355.0,184520.0,810171.0,646634.0,1082631.0,255793.0,315616.97,361011.54,774821.0,366146.7,337435.17,289599.98,289846.46,348136.2,224267.0,756936.0,455125.0,365346.0,468197.0,1111420.0,519116.27,246582.0,452300.0,465415.0,633469.0,485999.0,696302.0,458145.0,1078645.0,739388.72,774005.0,353052.0,602908.0,430791.0,3912665.0,1600806.0,1280794.0,2114504.0,1745309.0,1729731.0,827196.0,1492546.0,3578746.0,1840499.0,416230.0,318454.0,293105.0,485217.0,1768795.0,771437.0,847187.0,399417.0,787987.0,1604102.0,481064.62,331237.79,700708.95,191123.0,91070.0,618486.0,1957777.0,1329323.0,1095398.0,640811.0,94649.0,133399.0,238629.62,627902.7,331937.78,341409.41,108440.0,220481.0,250287.03,295046.07
234,16104369.0,15015618.0,12648399.0,14586703.0,14264070.0,16961789.0,15877046.0,16759624.0,21094881.0,17911061.0,16392612.0,15582904.0,16207611.0,18493823.0,13132230.0,15215333.0,11871673.0,12371532.0,15687467.0,14188534.0,19516833.0,20357761.0,22199270.0,23929490.0,26472832.0,20646045.0,19337364.0,20285135.0,11689171.0,15517404.0,18409044.0,15108120.0,14639074.0,14332341.0,20635608.0,19411768.0,19668990.0,22423288.0,8749384.0,29190221.0,18603952.0,19140953.0,25970874.0,22607539.0,20093176.0,18802528.0,19105049.0,23739516.0,22484341.0,26325507.0,20996757.0,23413385.0,24739235.0,28170043.0,19477011.0,16609495.0,19097349.0,24772520.0,19468445.0,17981752.0,23764515.0,17255225.0,16631494.0,13230054.0,16509391.0,15437324.0,13005160.0,11569967.0,7262014.0,7337791.0,14812247.0,6198677.0,13351250.0,9505133.0,7501721.0,7597658.0,6789073.0,7140119.0,11467182.0
235,204478.0,4004326.0,3636982.0,1821651.0,2319837.0,12121652.0,6454986.0,1977288.0,1183362.0,1706887.0,1709022.0,1374374.0,1602781.0,860474.0,510639.0,793921.0,1213735.0,2230970.0,1059471.0,898633.0,4324393.0,7265114.0,2862444.0,5524233.0,4120467.0,3370091.0,2545600.0,2820387.0,663151.0,1259438.0,1503329.0,2970576.0,1015058.0,1543366.0,6583308.0,3455634.0,2009501.0,2015947.0,609936.0,2590825.0,3364745.0,497931.0,340762.0,1157423.0,5658395.0,3820443.0,1910200.0,1513665.0,2940328.0,9795531.0,6325538.0,683219.0,1243059.0,317964.0,532664.0,1756862.0,795659.0,1930033.0,1565295.0,879953.0,4923831.0,5697518.0,9953214.0,8895653.0,245781.0,2855540.6,1409889.0,337994.0,2051928.0,6419546.0,718271.0,298382.0,717762.0,807813.0,207383.0,311982.0,566104.0,184206.0,89183.0
236,41949428.0,29682209.0,24510937.0,1622690.0,19737466.0,3049193.0,24780025.0,24516310.0,1348786.0,1323243.0,22723174.0,2475925.0,3366435.0,805805.0,1218214.0,881490.0,22829605.0,2501189.0,1362536.0,970945.0,15666270.0,19935231.0,1930891.0,22731100.0,1304229.0,18731883.0,15878754.0,19272598.0,468019.0,1798946.0,22738026.0,20126671.0,17487598.0,11858050.0,35297847.0,26081564.0,16172816.0,24752692.0,13166232.0,2670464.0,2611136.0,2078813.0,2030570.0,3039794.0,2615214.0,2523875.0,2084147.0,2225538.0,2762626.0,1516942.0,3045740.0,1702803.0,1840549.0,1423750.0,1005684.0,2067499.0,909703.0,1503388.0,1323306.0,186487.0,4006029.0,44331861.0,4553779.0,3303661.0,60662.0,18779421.0,6735237.0,119829.0,58701.0,38038.0,106027.0,4657952.62,55321.0,16818219.0,56761.0,16829.0,14256716.0,4886489.0,4965226.95
237,3248447.0,169047.9,105076.0,113697.0,339061.0,3036755.0,240974.0,262780.0,222183.0,329301.0,120468.82,80873.46,64616.0,126902.31,33844.0,85751.0,74870.0,174558.29,49551.0,140083.0,81782.0,85797.0,223508.0,172023.0,262870.0,292783.02,399649.0,515005.0,139009.0,418773.0,256782.0,196964.0,185136.0,200528.0,95511.0,419887.0,1239999.0,1654525.0,206129.0,2008061.0,915913.0,1274521.0,1476417.0,1338797.0,1541927.0,1570903.0,1172607.0,1362324.0,2066520.0,413449.0,167606.0,599675.0,280072.0,498098.0,393979.0,301469.0,326505.0,283536.0,512696.0,168426.0,285910.0,356652.17,231160.21,264792.09,488473.0,731097.86,262521.0,647785.29,959197.0,155027.0,49730.0,409544.0,684336.47,208758.28,229422.58,137343.0,500151.45,64663.0,233601.72
238,3712.0,1735924.0,11392.0,542474.0,8020.0,1201139.0,1140738.0,433998.0,1534555.0,1086879.0,1055705.0,865007.0,1282029.0,879848.0,865196.0,622641.0,564094.0,1001456.0,1065775.0,917013.0,1073152.0,1347402.0,1259279.0,2737390.0,1451890.0,1341777.0,561085.0,816359.0,929016.0,892568.0,702983.0,607319.0,467013.0,721214.0,1389059.0,502551.0,306213.0,650969.0,380494.0,240008.0,299518.0,810484.0,618021.0,959961.0,667264.0,587174.0,171257.0,174987.0,123360.0,29139.0,398864.0,630598.0,583644.0,379607.0,187697.0,495600.0,38159.0,43394.0,321402.21,416172.0,236537.0,593035.0,50318.0,203337.71,217498.0,77362.0,55703.0,24977.0,70527.0,85125.0,57353.0,42607.0,363408.44,174408.0,586743.0,20897.0,318886.92,122684.0,13975.0
239,13166848.0,6313256.0,4962676.0,2669350.0,3483302.0,6400794.0,5062618.0,1547542.0,6435705.0,3801887.0,4209597.0,4875844.0,6346868.0,1409441.0,2361842.0,2053334.0,1921383.0,3889126.0,3948852.0,1746320.0,3200288.0,5814538.0,2921574.0,4324763.0,2802173.0,1417402.0,924614.0,1500232.0,771029.0,1560926.0,2207475.0,2908526.0,633283.0,714734.0,2515318.0,2017137.0,712915.0,562112.0,426373.0,3943410.0,6865141.0,6348335.0,4388175.0,2701740.0,4900323.0,2794646.0,1341191.0,1270136.0,2025523.0,2876819.0,6334610.0,4233867.0,2967619.0,1183396.0,1343213.0,1690025.0,983931.0,947167.0,1504793.0,257339.0,860305.0,1313962.23,865229.02,593173.5,940174.0,1670145.43,958264.22,35112.0,297543.06,41895.0,800274.72,297031.44,1360129.96,128876.0,212985.0,51229.0,109206.0,68803.0,342544.56
240,167149.0,274263.0,145183.0,220551.0,179583.0,149457.0,173161.0,242422.0,206942.0,210445.0,85150.0,85927.0,46948.0,27184.0,1014820.85,52107.0,196672.0,508201.5,36328.0,114498.0,234146.0,318027.0,266439.0,343280.0,360650.0,230737.0,228475.0,317441.0,163665.0,305130.0,383568.0,452913.0,395486.0,408777.0,388655.0,540771.0,244554.0,461666.0,263275.0,782814.0,261815.0,641187.0,1292194.0,1215080.0,360487.0,491103.0,605698.0,1348360.0,1361184.0,231444.0,582394.0,296364.0,108520.0,134106.0,330809.0,245158.0,114262.0,359625.0,385642.0,248154.0,417097.0,120018.0,399407.0,230909.0,50404228.0,37597828.0,4981014.0,16141687.0,14152849.0,18478413.0,16588529.0,7672461.0,33654185.0,21681144.0,2361302.0,317414.0,596234.0,6438393.0,5291407.0
241,139066769.0,43499772.0,12009539.0,12195934.0,12504492.0,58298473.0,30763270.0,5486313.0,11672212.0,11482683.0,31729570.0,39171909.0,73416077.0,9535012.0,15206148.0,24059783.0,21320545.0,48393700.0,13032954.0,12709445.0,39358053.0,63621508.0,40256657.0,48271571.0,20760510.0,20300035.0,4671180.0,5768699.0,12441717.0,8362894.0,25267658.0,31430241.0,5025033.0,10550024.0,39907647.0,25832721.0,11687030.0,8994972.0,3714363.0,11695579.0,938639.0,27715854.0,13874158.0,12204151.0,32785357.0,19982637.0,14569806.0,3883091.0,17233342.0,54646102.0,84751299.0,53027142.0,47158021.0,14049863.0,22390485.0,31157435.0,24475805.0,15750624.0,26894072.0,13433819.0,18798079.0,5009550.0,6021434.0,1593506.0,5002371.0,4894457.0,2559909.0,3293892.0,895782.0,4120717.0,2366368.0,307645.0,6061323.0,7389320.0,356236.0,1420048.0,425252.0,1718516.0,1494135.0
242,890535.17,519919.99,97933.0,423567.54,163685.0,548782.43,188358.0,574962.78,691100.0,552834.17,227034.0,577968.22,671708.6,261484.52,239877.91,219732.24,202087.73,394760.93,206696.74,219209.65,583312.94,2201195.38,357005.0,275971.0,5606211.0,401268.27,75626.0,535706.81,260158.0,449398.0,373999.03,441470.97,279672.26,313610.21,1074934.16,902079.09,135451.0,201818.0,218930.95,5550154.0,2041329.0,958905.0,2002034.0,2287749.0,4129389.0,2988895.0,3945280.0,3943016.0,7659108.0,722822.59,1090955.49,815284.06,555786.46,254639.0,424064.0,411780.2,278939.21,156565.0,335006.0,639788.0,1517752.0,757068.68,438907.72,115850.0,565756.0,446273.0,280108.0,493288.0,47809.0,344270.0,112134.0,396902.24,1055590.6,747961.35,233832.0,120127.0,1477997.0,120818.0,299861.53
243,810098.75,281138.52,280676.0,250024.55,260308.57,300516.73,285786.41,290277.21,210930.0,584199.56,661250.72,259261.56,238181.09,479875.0,257655.94,289579.87,269870.05,719840.13,248247.53,271247.96,228783.01,326524.15,207711.57,508185.39,270675.99,241213.88,276353.08,254465.75,232439.92,230731.02,184895.37,164566.0,141874.0,101942.0,278475.46,228880.56,192426.95,225932.58,223003.26,198990.0,401773.0,121626.0,549894.33,259297.09,739703.0,227435.0,818032.0,458021.0,470325.0,250818.8,677800.0,243092.45,79340.0,120548.0,305047.63,348279.0,339187.0,337257.51,355722.0,738079.02,158992.0,106874.0,166689.0,238127.0,1406801.0,1844421.0,1092841.0,1279107.0,314747.0,316001.0,303142.04,141575.0,984076.0,119834.0,213645.05,209451.37,238672.4,195084.0,67299.0
244,982138.0,1124557.0,828053.0,969972.0,979811.0,1029585.0,1135056.0,1472794.0,1744100.0,1979087.0,585185.0,591583.0,396010.0,595949.0,234287.0,660847.0,532035.0,588037.0,570086.0,463355.0,312460.0,549974.0,28216817.0,648223.0,549204.0,474707.0,793199.0,852208.0,460992.0,513641.0,773997.0,497625.0,497530.0,575657.0,1347268.0,545185.0,945523.0,1088142.0,592342.0,12379928.0,5742996.0,3612082.0,5776718.0,5847666.0,6191888.0,4999263.0,6519398.0,9302776.0,10410216.0,2098057.0,1531173.0,1599922.0,1311912.0,2743939.0,1212736.0,1436266.0,1002695.0,2380374.0,1894209.0,175020.0,163454.0,666165.0,127220.0,48158.0,800771.0,1896583.0,1302247.0,1241053.0,256175.0,181775.0,259764.84,97799.0,127372.0,99525.0,290247.0,94416.0,177428.0,147390.0,452270.0
245,332653.04,250514.87,238352.93,290454.88,319021.24,371903.86,323018.97,342321.38,447601.35,398274.8,242118.87,249708.75,253688.51,280945.99,259076.41,232092.71,221270.72,134029.0,249558.11,306055.77,325693.81,305379.62,326736.21,367388.52,440945.84,347898.58,296803.54,388937.99,381774.03,346095.33,338767.61,303169.41,320286.9,322291.89,363104.78,487720.17,378716.5,396350.72,357131.82,850772.59,668478.55,674196.53,834184.68,740430.86,656384.92,646441.35,713720.44,847453.63,799345.18,276732.25,361380.52,151114.0,254603.61,441445.61,288026.46,236584.55,105562.0,400185.54,493749.88,290190.57,412318.97,430467.78,318779.0,133812.0,2519626.0,469243.0,879769.0,1507653.0,929970.0,654224.02,218635.0,672427.02,508282.56,508742.53,544799.07,652826.14,572149.84,694311.2,728245.96
246,900622.0,648375.0,353864.0,330158.0,484784.0,508541.76,370997.0,321546.0,1415106.0,572362.0,257731.0,171841.0,345831.17,560800.0,974790.0,479021.0,164288.0,94843.0,444609.0,401010.0,131474.0,246316.0,305352.0,524079.0,315612.0,221498.0,257417.0,648453.0,230246.0,384065.0,823803.0,637221.0,636552.0,628867.0,1391977.0,688594.0,713941.0,741707.0,434558.0,1188428.0,656112.0,481817.0,772236.0,892779.0,577147.0,621790.0,639663.0,914391.0,842246.0,642774.0,630910.0,663258.0,737019.0,946283.0,617810.0,601099.0,424772.0,783078.0,718534.0,324659.0,2104593.0,2379325.0,233751.0,219457.0,78606.0,714287.0,192750.0,526265.0,75374.0,46853.0,320649.0,53208.0,1738133.0,1364791.0,702447.0,748803.0,561783.0,44588.0,79325.0
247,237585.0,90430.0,219473.0,499040.0,337436.0,307505.17,167400.0,193215.0,798967.0,487336.0,175087.0,124386.0,200891.0,151826.0,146813.0,145154.0,185644.0,74291.0,180604.0,248377.0,198418.0,404961.0,393435.0,253180.0,370321.0,239467.0,295341.0,153554.0,160556.0,260109.0,751810.0,441866.0,491083.0,352839.0,80786.0,626102.0,695244.0,563394.0,351054.0,2915597.0,951712.0,1609633.0,2106855.0,1813912.0,1217230.0,1315653.0,873246.0,1984604.0,2098037.0,435236.0,512695.0,724528.0,635561.0,614562.0,673497.0,517762.0,479005.0,761028.0,726847.0,298484.04,209625.66,366332.54,223748.49,215662.71,270175.0,86480.0,221841.0,243761.0,56182.0,209121.85,222798.17,269658.55,322534.97,238375.05,39299.0,276649.77,205051.09,374443.0,228422.85
248,6982186.0,6239807.0,7861200.0,4982769.0,5584799.0,836091.0,160825.0,866088.0,108611.0,1244096.0,175941.0,987848.0,1418488.7,924843.88,233815.0,186863.0,194588.0,153041.0,350616.58,527957.26,438717.48,409946.0,286838.0,288965.0,850985.0,487215.01,257369.0,300451.0,100147.0,456797.0,282076.0,1542323.0,840552.0,477976.0,895751.0,1074139.0,658172.0,603298.19,299506.0,1168832.0,1757882.0,985214.0,2514422.0,1907290.0,1998961.0,1644799.0,1466738.0,1647367.0,1505194.0,2655446.41,161045.0,418311.0,158612.0,1041543.0,317115.0,85479.0,243942.0,651908.0,549546.0,1846899.0,3703038.0,468378.0,55903.0,812284.0,2794258.0,3923153.0,2528467.0,4317607.0,1517321.0,1505985.93,226375.0,1699851.41,2189241.22,3547369.08,5104973.0,176903.0,4620347.0,511876.0,3369925.25
