,JE6 R1,JE6 R2,JE6 R3,JE6 R4,JE6 R5,J.TCPTP- R1,J.TCPTP- R2,J.TCPTP- R3,J.TCPTP- R4,J.PTPN22- R1,J.PTPN22- R2,J.PTPN22- R3,J.PTPN22- R5,J.SHP1- R1,J.SHP1- R2,J.SHP1- R3,J.SHP1- R4,J.SHP1- R5
0,37242000.0,50357000.0,59380000.0,44618000.0,50854000.0,40659000.0,46617000.0,60646000.0,45432000.0,56055000.0,47790000.0,40854000.0,55627000.0,38480000.0,44321000.0,44002000.0,49211000.0,45684000.0
1,215510000.0,275390000.0,298400000.0,249780000.0,286020000.0,253310000.0,315880000.0,360550000.0,307560000.0,486420000.0,443900000.0,350350000.0,365910000.0,86233000.0,113360000.0,128240000.0,116710000.0,103010000.0
2,20865000.0,25870000.0,31512000.0,24675000.0,28969000.0,16919000.0,29911000.0,27464000.0,28123000.0,28979000.0,19987000.0,26188000.0,31327000.0,26194000.0,34856000.0,46568000.0,31252000.0,31183000.0
3,176710000.0,203980000.0,233670000.0,208730000.0,217000000.0,183170000.0,211170000.0,270880000.0,209830000.0,219360000.0,228930000.0,203210000.0,241750000.0,193710000.0,206790000.0,205900000.0,217900000.0,242040000.0
4,12804007.0,9601800.0,9499700.0,11299183.0,6251500.0,19650000.0,10868000.0,14981000.0,12722758.0,11344258.0,14862000.0,12899000.0,8311300.0,13012634.0,12178000.0,13298000.0,12443327.0,9228000.0
5,53123000.0,60602000.0,71418000.0,60078000.0,62474000.0,47023000.0,56897000.0,69055000.0,49084000.0,63126000.0,65951000.0,47977000.0,62830000.0,58736000.0,62093000.0,53413000.0,62568000.0,62931000.0
6,32876000.0,55836000.0,48688000.0,42179000.0,39369000.0,71297000.0,42167000.0,36327000.0,47469000.0,46496000.0,51496000.0,38492000.0,40335000.0,82862000.0,50662000.0,46517000.0,44337000.0,27991000.0
7,21247000.0,27486000.0,30261000.0,30241000.0,28175000.0,11796000.0,14064000.0,11838000.0,15179000.0,21805000.0,18283000.0,20865000.0,20047000.0,9966400.0,10252000.0,10265000.0,9062100.0,13343000.0
8,18397000.0,16809000.0,12572000.0,16019000.0,19364000.0,11552000.0,16422000.0,21431000.0,19027000.0,19208000.0,24101000.0,17221000.0,18081000.0,18604000.0,21094000.0,18013000.0,21302000.0,20676000.0
9,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0,6029600.0
10,64616000.0,74367000.0,78445000.0,65645000.0,71051000.0,52472000.0,56148000.0,69052000.0,57152000.0,61490000.0,61792000.0,59185000.0,77861000.0,74638000.0,73818000.0,70280000.0,66956000.0,74190000.0
11,208280000.0,249120000.0,289940000.0,234210000.0,293300000.0,192550000.0,207540000.0,273220000.0,217990000.0,295650000.0,251800000.0,219310000.0,273960000.0,200700000.0,220700000.0,224740000.0,276520000.0,233450000.0
12,26332000.0,24028000.0,35967000.0,26328000.0,29618000.0,20717000.0,25447000.0,24482000.0,21790000.0,34511000.0,28089000.0,27251000.0,35697000.0,30028000.0,31935000.0,32918000.0,35586000.0,34431000.0
13,8281000.0,11450000.0,14766000.0,15828000.0,17231000.0,14857000.0,15783000.0,18747000.0,19472000.0,18818000.0,25631000.0,14662000.0,20805000.0,9174500.0,15689000.0,12548000.0,9480500.0,14447000.0
14,26524000.0,36511000.0,41384000.0,29040000.0,38594000.0,19325000.0,19891000.0,26013000.0,22593000.0,23107000.0,19418000.0,17085000.0,24363000.0,23065000.0,27435000.0,24592000.0,26390000.0,23838000.0
15,9610100.0,9337120.0,8745900.0,9385132.0,8677300.0,9633077.0,9636507.0,9504133.0,9568262.0,9506191.0,9522994.0,9610786.0,9460923.0,9748648.0,10003453.0,9795288.0,9777799.0,10975000.0
16,52560000.0,49479000.0,65727000.0,53916000.0,54121000.0,28370000.0,32626000.0,40791000.0,33566000.0,69882000.0,66245000.0,58400000.0,64092000.0,35764000.0,37435000.0,38886000.0,37893000.0,38442000.0
17,15866000.0,9967500.0,15647870.0,17054825.0,16028720.0,19977015.0,26137000.0,15022000.0,19720860.0,16283065.0,17185810.0,18881960.0,16037065.0,18168095.0,17490795.0,17991140.0,17169025.0,17507580.0
18,60693000.0,49053000.0,33438000.0,48468000.0,53218000.0,43710000.0,37899000.0,53889000.0,55478000.0,41195000.0,33883000.0,36300000.0,55166000.0,62291000.0,61987000.0,69248000.0,85556000.0,48650000.0
19,13848000.0,22195000.0,8599700.0,14937000.0,16446000.0,22710000.0,31015000.0,36070000.0,20675000.0,16322000.0,26114000.0,17752000.0,17829000.0,19819000.0,22169000.0,20729974.0,22229000.0,18343000.0
20,13289000.0,21310000.0,25472000.0,16600000.0,24038000.0,11312000.0,17658000.0,20336000.0,12949000.0,19664000.0,14976000.0,13052000.0,27200000.0,16313000.0,20280000.0,18805000.0,16988000.0,21848000.0
21,11021000.0,7880200.0,8813700.0,12187000.0,9164800.0,12068000.0,9169700.0,10328337.0,12384000.0,13232000.0,9443100.0,8364300.0,11408000.0,11417000.0,8794700.0,9672600.0,18422000.0,8297300.0
22,69177000.0,77379000.0,92186000.0,82342000.0,94917000.0,72443000.0,89829000.0,95487000.0,81700000.0,92859000.0,75800000.0,69300000.0,87046000.0,88520000.0,85737000.0,84115000.0,106820000.0,89973000.0
23,82774000.0,65702000.0,83255000.0,77388000.0,79190000.0,90753000.0,85521000.0,93892000.0,85833000.0,77699000.0,65934000.0,71500000.0,79098000.0,86343000.0,91236000.0,84042000.0,106600000.0,91731000.0
24,36788000.0,51329000.0,63565000.0,47708000.0,48239000.0,28868000.0,39084000.0,38204000.0,38989000.0,62578000.0,56675000.0,52153000.0,53752000.0,43609000.0,39794000.0,51446000.0,49776000.0,40934000.0
25,16606680.0,16454910.0,16151370.0,16657270.0,16657270.0,16707860.0,16556090.0,16353730.0,16505500.0,16353730.0,16252550.0,16404320.0,13976000.0,16859630.0,17112580.0,19035000.0,16960810.0,17011400.0
26,343950000.0,386070000.0,441510000.0,399770000.0,437610000.0,316560000.0,385950000.0,428840000.0,481330000.0,616110000.0,646710000.0,448920000.0,514100000.0,207730000.0,281520000.0,242730000.0,232500000.0,258340000.0
27,82836000.0,101500000.0,108620000.0,98875000.0,100210000.0,80830000.0,94069000.0,107920000.0,91529000.0,114110000.0,90931000.0,90977000.0,106630000.0,91581000.0,98228000.0,92786000.0,105570000.0,102660000.0
28,21572000.0,26386000.0,28929000.0,20825000.0,30061000.0,12361000.0,19323000.0,22791000.0,19130000.0,21726000.0,17917000.0,17282000.0,20548000.0,18675000.0,24404000.0,26451000.0,22090000.0,21765000.0
29,74679000.0,119470000.0,110500000.0,116430000.0,129610000.0,101910000.0,118480000.0,124330000.0,116250000.0,110220000.0,121460000.0,99754000.0,128810000.0,121840000.0,151310000.0,101830000.0,90930000.0,102840000.0
30,49504000.0,33469000.0,44914000.0,29774000.0,37659000.0,36718000.0,38942000.0,38688000.0,35549000.0,46904000.0,34351000.0,27714000.0,43042000.0,36752000.0,40212000.0,35969000.0,45549000.0,26811000.0
31,16999000.0,20725000.0,30325000.0,22394000.0,22984000.0,17045000.0,21306000.0,26720000.0,21643000.0,29848000.0,25699000.0,22142000.0,24808000.0,23795000.0,22865000.0,24467000.0,28184000.0,27448000.0
32,5998451.0,6802100.0,6353000.0,7454400.0,5653500.0,5277400.0,6493600.0,6206878.0,6398600.0,6129761.0,5279200.0,4731800.0,5935836.0,6259000.0,5772300.0,5767900.0,6182768.0,5283100.0
33,12911000.0,12494464.0,10425000.0,14132000.0,9670700.0,11965000.0,12875000.0,13933000.0,10874000.0,12310000.0,12527000.0,12600000.0,10886000.0,15349000.0,13909000.0,15722000.0,16753000.0,16060000.0
34,2284746.0,2379123.0,3770500.0,2488388.0,3016600.0,2132031.0,1252800.0,1436700.0,1975453.0,3130738.0,5411000.0,1716300.0,2032200.0,1924271.0,1461400.0,1303600.0,2135700.0,1160800.0
35,42670000.0,47176000.0,54372000.0,43986000.0,48834000.0,41082000.0,48809000.0,55225000.0,46911000.0,44321000.0,44384000.0,34536000.0,48553000.0,39193000.0,45199000.0,42259000.0,42196000.0,44463000.0
36,290760000.0,325410000.0,375970000.0,326910000.0,336850000.0,287460000.0,340410000.0,387660000.0,323810000.0,341520000.0,306910000.0,274240000.0,324670000.0,290910000.0,319050000.0,299340000.0,290360000.0,312530000.0
37,11650000.0,10643000.0,12969000.0,20986000.0,10505000.0,16428000.0,17191000.0,19460000.0,20528000.0,20427000.0,19230000.0,14895000.0,17584000.0,21603000.0,19699000.0,18741000.0,23314000.0,22908000.0
38,3041296.0,3201203.0,3232511.0,4110900.0,3179560.0,2154600.0,2875182.0,3134357.0,2725500.0,3257377.0,3163739.0,2965296.0,3126467.0,2678200.0,3081766.0,3049412.0,2957800.0,3123215.0
39,28327000.0,42023000.0,34116000.0,31258000.0,42927000.0,28905000.0,36360000.0,49464000.0,34609000.0,40009000.0,36550000.0,30117000.0,46024000.0,31338000.0,37475000.0,37561000.0,29370000.0,35466000.0
40,20515000.0,19654000.0,25085000.0,17479000.0,19488000.0,19186000.0,22360000.0,33741000.0,22488000.0,18923000.0,18959000.0,13325000.0,16035000.0,20910000.0,28296000.0,19899000.0,25718000.0,27571000.0
41,57776000.0,68606000.0,77663000.0,66671000.0,73297000.0,61987000.0,65639000.0,84662000.0,66995000.0,69332000.0,71641000.0,63008000.0,75616000.0,71806000.0,78868000.0,73099000.0,75647000.0,77387000.0
42,21896510.0,24647286.0,25289514.0,26833000.0,24350852.0,8257200.0,20837300.0,25299386.0,21404446.0,24275770.0,22975464.0,20521122.0,23914126.0,24732240.0,26795322.0,25670902.0,33354000.0,25550354.0
43,18492000.0,26246000.0,34798000.0,24236000.0,29358000.0,16545000.0,18080000.0,20620000.0,20388000.0,17625000.0,24381000.0,18710000.0,18533000.0,19963000.0,27819000.0,26301000.0,24805000.0,33272000.0
44,6445900.0,6667700.0,7730300.0,6899579.0,6910600.0,6856637.0,7038235.0,7415101.0,7015633.0,6556600.0,7141618.0,6935479.0,7298173.0,7192536.0,8770800.0,7460697.0,7530219.0,7706039.0
45,12310325.0,14928000.0,11559000.0,12646067.0,9390000.0,12607501.0,15198000.0,19810000.0,13786423.0,15068452.0,21713000.0,12569000.0,14901000.0,5162300.0,13797000.0,10991000.0,11899976.0,12259000.0
46,19677000.0,18570000.0,20907000.0,25028000.0,19189000.0,18882000.0,22810000.0,28271000.0,24891000.0,27067000.0,27426000.0,18546000.0,20079000.0,19265000.0,21579000.0,21206000.0,22737000.0,22206000.0
47,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0,15731000.0
48,39307000.0,44535000.0,46512000.0,47629000.0,37067000.0,33400000.0,36870000.0,49454000.0,39520000.0,42857000.0,41033000.0,30275000.0,43228000.0,39222000.0,48182000.0,46200000.0,41648000.0,46449000.0
49,127560000.0,157050000.0,140730000.0,139400000.0,142910000.0,96293000.0,118660000.0,134640000.0,145990000.0,157290000.0,147910000.0,120180000.0,152300000.0,123690000.0,141020000.0,160760000.0,132800000.0,128760000.0
50,25484000.0,35946000.0,37611000.0,31540000.0,34344000.0,28063000.0,26754000.0,39059000.0,25633000.0,28519000.0,37582000.0,26747000.0,34721000.0,30018000.0,32227000.0,34324000.0,35468000.0,32495000.0
51,25592000.0,34171000.0,37797000.0,28323000.0,30764000.0,30998000.0,32379000.0,36994000.0,33763000.0,33270000.0,33402000.0,29083000.0,35579000.0,38589000.0,43829000.0,37388000.0,38902000.0,39969000.0
52,5189156.0,5086700.0,5304419.0,5086700.0,5513600.0,5201963.0,5219039.0,5265998.0,5214770.0,5265998.0,5244653.0,5223308.0,5265998.0,5231846.0,5283074.0,5274536.0,5253191.0,5270267.0
53,9485500.0,10162000.0,11876000.0,10110000.0,11020000.0,9347660.0,8855400.0,10493603.0,9747100.0,10640000.0,10471000.0,9154700.0,10003000.0,9340400.0,10241000.0,10313000.0,11948000.0,9978800.0
54,237190000.0,252560000.0,311390000.0,218550000.0,267490000.0,198770000.0,233030000.0,308170000.0,246100000.0,290300000.0,261830000.0,229110000.0,262510000.0,221830000.0,246770000.0,232200000.0,233480000.0,239230000.0
55,84974000.0,85772000.0,94811000.0,81923000.0,95129000.0,70954000.0,75497000.0,86784000.0,76304000.0,83961000.0,80794000.0,69716000.0,96294000.0,90719000.0,90506000.0,87883000.0,103550000.0,87176000.0
56,57927000.0,65877000.0,75767000.0,57169000.0,66522000.0,45820000.0,55346000.0,65671000.0,58240000.0,51519000.0,46896000.0,35137000.0,51561000.0,83096000.0,87070000.0,79366000.0,84648000.0,84727000.0
57,15356000.0,19978000.0,23116000.0,17404000.0,21273000.0,8923700.0,12424000.0,13664000.0,13142000.0,12016000.0,13545000.0,10182000.0,11813000.0,12919000.0,15000000.0,15294000.0,15673000.0,14554000.0
58,21762000.0,24875000.0,24087000.0,19430000.0,17426000.0,13418000.0,15906000.0,17144000.0,16692000.0,29438000.0,24757000.0,21382000.0,22380000.0,14115000.0,18217000.0,18521000.0,17970000.0,13569000.0
59,76831000.0,82433000.0,85370000.0,80369000.0,77467000.0,65060000.0,61923000.0,91395000.0,77343000.0,65333000.0,77351000.0,62995000.0,76861000.0,61044000.0,80264000.0,74745000.0,76728000.0,74556000.0
60,37706000.0,50317000.0,57763000.0,47202000.0,48247000.0,47660000.0,61765000.0,70085000.0,59726000.0,62948000.0,57018000.0,48978000.0,57171000.0,45438000.0,54328000.0,60335000.0,50534000.0,56229000.0
61,134660000.0,137880000.0,153310000.0,156430000.0,144500000.0,140910000.0,153140000.0,194930000.0,204270000.0,186070000.0,163310000.0,115680000.0,147380000.0,132020000.0,197560000.0,104500000.0,192750000.0,147620000.0
62,10233000.0,8628500.0,10421000.0,11658000.0,6395700.0,10583000.0,9149800.0,12851000.0,12828000.0,12765000.0,10956000.0,9284000.0,11119000.0,7957900.0,11909000.0,8333400.0,9279400.0,8890800.0
63,11674000.0,10890000.0,16143000.0,16004000.0,12735000.0,13272000.0,13307000.0,14743000.0,14657000.0,20263000.0,14958379.0,9759300.0,14196000.0,14437000.0,16359000.0,15432000.0,26153000.0,15896000.0
64,90149000.0,94627000.0,107570000.0,96449000.0,100250000.0,66462000.0,79490000.0,85683000.0,80851000.0,92756000.0,75675000.0,81648000.0,100740000.0,77713000.0,75795000.0,73148000.0,73743000.0,85891000.0
65,34996000.0,35494000.0,35268000.0,32800000.0,22320000.0,18193000.0,16957000.0,21201000.0,24382000.0,18859000.0,15383000.0,13529000.0,11240000.0,26551000.0,32262000.0,30237000.0,19972000.0,28291000.0
66,103960000.0,30275000.0,45579000.0,98591000.0,33090000.0,56076000.0,31460000.0,58207000.0,90741000.0,66175000.0,37982000.0,28202000.0,51467000.0,74592000.0,50371000.0,30631000.0,67783000.0,28774000.0
67,15164000.0,18272000.0,21266000.0,15535000.0,18502000.0,11804000.0,12753000.0,17742000.0,12541000.0,18124000.0,15201000.0,14464000.0,17459000.0,15282000.0,19774000.0,20470000.0,18866000.0,19947000.0
68,6781400.0,6007200.0,6039300.0,5978261.0,5999710.0,4906800.0,5962275.0,6095921.0,6472800.0,6018776.0,6015252.0,5906439.0,6088039.0,5904730.0,5972167.0,5963924.0,5657100.0,5927118.0
69,60047000.0,71515000.0,81542000.0,72369000.0,75058000.0,69866000.0,78805000.0,91322000.0,85479000.0,76598000.0,59074000.0,60481000.0,69453000.0,70012000.0,77874000.0,69976000.0,69259000.0,71602000.0
70,15798000.0,20038000.0,22149000.0,19178000.0,20954000.0,15796000.0,17847000.0,19064000.0,17000000.0,15724000.0,17100000.0,13778000.0,19495000.0,13923000.0,18149000.0,19593000.0,19399000.0,19163000.0
71,30211000.0,18980000.0,25222000.0,37260000.0,23747000.0,24004000.0,19829000.0,25242000.0,38030000.0,34832000.0,20352000.0,19332000.0,24133000.0,33210000.0,25690000.0,22668000.0,33575000.0,37809000.0
72,12386000.0,12715000.0,13521000.0,12178000.0,15169000.0,13169000.0,15230000.0,17712000.0,17463000.0,21232000.0,13576000.0,14912000.0,14215000.0,16722000.0,21050000.0,18493000.0,15369000.0,15699000.0
73,14267000.0,15233000.0,19246000.0,19284000.0,15694000.0,18655000.0,27749000.0,27946000.0,21451000.0,19629000.0,19050000.0,18054000.0,19097000.0,25761000.0,22319000.0,22724000.0,21319000.0,25392000.0
74,10460000.0,10483000.0,11061769.0,10380000.0,10684383.0,8941200.0,11315000.0,12207000.0,9938100.0,12122000.0,9896800.0,12493000.0,11369965.0,10447000.0,10581416.0,7749400.0,13894000.0,10885949.0
75,23892000.0,21612000.0,33672000.0,29110000.0,27073000.0,20837000.0,18798000.0,28208000.0,22816000.0,30010000.0,23741000.0,21581000.0,25252000.0,20901000.0,26818000.0,22557000.0,26930000.0,29054000.0
76,29281000.0,28703000.0,5737200.0,37045000.0,10218000.0,38112000.0,34454000.0,38481000.0,36688000.0,31808000.0,34386000.0,33483000.0,11427000.0,45622000.0,34895000.0,23277000.0,43113000.0,26006000.0
77,17466000.0,14817000.0,13539000.0,18573000.0,15693000.0,32344000.0,34514000.0,42332000.0,28140000.0,22898000.0,15388000.0,22746000.0,21945000.0,39844000.0,39899000.0,38715000.0,28082000.0,36890000.0
78,19187000.0,19755000.0,27370000.0,20653000.0,24437000.0,22104000.0,26682000.0,31507000.0,28117000.0,24789000.0,22642000.0,21286000.0,25368000.0,23793000.0,26470000.0,28084000.0,25777000.0,26655000.0
79,18702000.0,16992000.0,15524000.0,19114000.0,15946000.0,18257000.0,16755000.0,28765000.0,26650000.0,32317000.0,24905000.0,25481000.0,18067000.0,16821000.0,20293000.0,23230000.0,21828000.0,34089000.0
80,28581000.0,26558000.0,8343300.0,42524000.0,21534000.0,12389000.0,14707000.0,12081000.0,17796000.0,16280000.0,6817800.0,12238000.0,12572000.0,53405000.0,38594000.0,41873000.0,45126000.0,38069000.0
81,3165800.0,5962000.0,5988400.0,4844600.0,5310000.0,3908400.0,4496800.0,5382800.0,4603100.0,7165400.0,7067000.0,4716000.0,5259100.0,4231700.0,4565800.0,4668300.0,5493700.0,5895900.0
82,42427440.0,27400000.0,13904000.0,49096000.0,28377000.0,44977390.0,19055000.0,22608000.0,34666720.0,34735150.0,16836000.0,18304000.0,16895000.0,40684700.0,19187000.0,16651000.0,139700000.0,20703000.0
83,30090000.0,19062000.0,41675000.0,52946000.0,10862000.0,30417000.0,28300000.0,28714000.0,31631000.0,36566000.0,18756000.0,19666000.0,6928400.0,53632000.0,13407000.0,19505000.0,30859000.0,41733000.0
84,249140000.0,316090000.0,392290000.0,313780000.0,353120000.0,215070000.0,301640000.0,384520000.0,250080000.0,362120000.0,410050000.0,361780000.0,446590000.0,232480000.0,287220000.0,285570000.0,225410000.0,285020000.0
85,63163000.0,45757000.0,67030000.0,95047000.0,53799000.0,83678000.0,59780000.0,51370000.0,96738000.0,143230000.0,55012000.0,38497000.0,51511000.0,77289000.0,86747000.0,48130000.0,93779000.0,60422000.0
86,14869000.0,7791200.0,11318000.0,8380300.0,14778000.0,10386000.0,11825000.0,15526000.0,11660000.0,10221000.0,10873000.0,10459000.0,11284000.0,9114600.0,14842000.0,9468500.0,10691000.0,12204000.0
87,22289290.0,20726280.0,21052870.0,18315000.0,20633160.0,24456370.0,31767000.0,21734430.0,24339650.0,21267830.0,21665840.0,23531970.0,21273330.0,20273000.0,19401000.0,18788000.0,19762000.0,19384000.0
88,103170000.0,110840000.0,133310000.0,112970000.0,116060000.0,97801000.0,111410000.0,134740000.0,112270000.0,126520000.0,109880000.0,96909000.0,121060000.0,117640000.0,125900000.0,120500000.0,138630000.0,127610000.0
89,13195000.0,8066300.0,5166700.0,14673000.0,7690500.0,9989000.0,5382300.0,11076000.0,8384200.0,7627000.0,3305400.0,9705800.0,11532000.0,9065300.0,11366000.0,5114800.0,14200000.0,8052600.0
90,82734000.0,97847000.0,102290000.0,78133000.0,90878000.0,80411000.0,70540000.0,82652000.0,72944000.0,94227000.0,86648000.0,67707000.0,92333000.0,84302000.0,87627000.0,89115000.0,85017000.0,91312000.0
91,76710000.0,66130000.0,93966000.0,91656000.0,84576810.0,54807000.0,77606470.0,89779660.0,73469000.0,121820000.0,91220760.0,77519070.0,92603060.0,80697000.0,82018040.0,82545170.0,78868000.0,84053930.0
92,23587000.0,24640000.0,18566000.0,28396000.0,15805000.0,19904000.0,19529000.0,22555000.0,22110000.0,28567000.0,23576000.0,15341000.0,17456000.0,20529000.0,17895000.0,17443000.0,27201000.0,16132000.0
93,32452000.0,26806000.0,31356000.0,23850000.0,31180000.0,20150000.0,22293000.0,20523000.0,24961000.0,33240000.0,29382000.0,29765000.0,34689000.0,19884000.0,21896000.0,15600000.0,20246000.0,21346000.0
94,45391000.0,50822000.0,52339000.0,48542000.0,57513000.0,34541000.0,38300000.0,43620000.0,33774000.0,60589000.0,57434000.0,50229000.0,58665000.0,39246000.0,41560000.0,39432000.0,38870000.0,40780000.0
95,40274000.0,61204000.0,69157000.0,54892000.0,68757000.0,28824000.0,40527000.0,65191000.0,34420000.0,61954000.0,72646000.0,48307000.0,65017000.0,44769000.0,53339000.0,77841000.0,56762000.0,61470000.0
96,9057400.0,11315000.0,18610000.0,14073000.0,17051969.0,14579000.0,18120000.0,26705000.0,18378000.0,32238000.0,36960000.0,22716000.0,26542000.0,8540300.0,9035500.0,12031000.0,7593000.0,8872600.0
97,445470000.0,504400000.0,527880000.0,439520000.0,487010000.0,389510000.0,475430000.0,568870000.0,449300000.0,534580000.0,535320000.0,474920000.0,543260000.0,513080000.0,573480000.0,560970000.0,586940000.0,559280000.0
98,13871370.0,12997000.0,15022030.0,14152890.0,13997000.0,14164720.0,11835000.0,14641140.0,15651000.0,15130610.0,14318850.0,13633520.0,14653890.0,15224480.0,15598000.0,14529000.0,18471000.0,16681000.0
99,33555000.0,47307000.0,61811000.0,33456000.0,45449000.0,37464000.0,41483000.0,53727000.0,42581000.0,46740000.0,42998000.0,35842000.0,44645000.0,36867000.0,57166000.0,49958000.0,53093000.0,46876000.0
100,5737739.0,5911986.0,6013748.0,5865539.0,5972039.0,5361100.0,5796901.0,5996295.0,5811398.0,6013748.0,5935351.0,5801639.0,5940089.0,5745800.0,5986536.0,5994230.0,6426100.0,6001033.0
101,30947000.0,39547000.0,43787000.0,40045000.0,35521000.0,27605000.0,35542000.0,39809000.0,36184000.0,40517000.0,33842000.0,33123000.0,39483000.0,39993000.0,37077000.0,37618000.0,46054000.0,41861000.0
102,43036000.0,41715860.0,49194470.0,27677000.0,42797900.0,33271000.0,36388100.0,46703200.0,34198000.0,82302000.0,47336920.0,41786030.0,50471180.0,44367000.0,40846470.0,39864300.0,27208000.0,42604010.0
103,14422290.0,14096000.0,22282000.0,14178120.0,20972000.0,13869430.0,14661000.0,16238560.0,11111000.0,16831000.0,16261090.0,14857100.0,16516600.0,14521000.0,13533000.0,14630610.0,11170000.0,15377050.0
104,17941000.0,17558000.0,14182000.0,17766000.0,17403000.0,8922800.0,9921500.0,13463000.0,11897000.0,10446000.0,9733400.0,9342600.0,15522000.0,12247000.0,11604000.0,11663000.0,13230000.0,15913000.0
105,25574000.0,35210570.0,38252050.0,28467000.0,35578080.0,40480000.0,32131820.0,36605070.0,23502000.0,27194000.0,34980990.0,32023500.0,34464210.0,34875680.0,40540680.0,38342590.0,64573000.0,40403300.0
106,10677000.0,10105422.0,9664864.0,14266000.0,10062244.0,11447000.0,4621900.0,8661171.0,10855000.0,9946900.0,9999573.0,10041146.0,9499435.0,9904100.0,9807086.0,9678821.0,10960000.0,9472621.0
107,59449000.0,75271000.0,83125000.0,61897000.0,81494000.0,58652000.0,58291000.0,72858000.0,62236000.0,71543000.0,56762000.0,51129000.0,67561000.0,82171000.0,75526000.0,84363000.0,121380000.0,76370000.0
108,10577000.0,12423000.0,6443600.0,10174000.0,11172000.0,12732000.0,21201000.0,24179000.0,15165000.0,16342000.0,14608000.0,16932000.0,8736200.0,16601000.0,10852000.0,11990000.0,22713000.0,9046900.0
109,19108000.0,21561000.0,26662000.0,17901000.0,21736000.0,16753000.0,20107000.0,26009000.0,19111000.0,21807000.0,26119000.0,20550000.0,24150000.0,21215000.0,23033000.0,24086000.0,16898000.0,19416000.0
110,10598000.0,10591730.0,10591840.0,10587000.0,10591290.0,10593490.0,10592610.0,10591950.0,10592720.0,10591510.0,10591620.0,10593050.0,10591510.0,10591840.0,10592060.0,10591730.0,10591840.0,10591730.0
111,153930000.0,156490000.0,173370000.0,159540000.0,153180000.0,159810000.0,165340000.0,138450000.0,198220000.0,203390000.0,169440000.0,158000000.0,158760000.0,178570000.0,155540000.0,150450000.0,201740000.0,138610000.0
112,194990000.0,223590000.0,283810000.0,223660000.0,230890000.0,163200000.0,184300000.0,217310000.0,197170000.0,248580000.0,187950000.0,197270000.0,229080000.0,246430000.0,270520000.0,295690000.0,309730000.0,261980000.0
113,34451000.0,42703000.0,46630000.0,36363000.0,46551000.0,24388000.0,33783000.0,37377000.0,29006000.0,40673000.0,34368000.0,37247000.0,47528000.0,36330000.0,42548000.0,40529000.0,44268000.0,46519000.0
114,6914900.0,8385900.0,10040000.0,8165800.0,8990500.0,7251400.0,7605200.0,9863200.0,8554500.0,8205128.0,6624300.0,7177024.0,5878200.0,9225300.0,9848400.0,8801500.0,10378000.0,8797800.0
115,21177000.0,24725000.0,33692000.0,31476000.0,25363000.0,29529000.0,27996000.0,34986000.0,31271000.0,39813000.0,36656000.0,29664000.0,29284000.0,21154000.0,26049000.0,23519000.0,25898000.0,27633000.0
116,8641900.0,10179982.0,10839160.0,10143361.0,10582813.0,9996877.0,10216603.0,10839160.0,10216603.0,10765918.0,10949023.0,10363087.0,12304000.0,10363087.0,10509571.0,10619434.0,10326466.0,10509571.0
117,10374000.0,12035000.0,12994000.0,11133000.0,14174000.0,7594700.0,9460200.0,19438000.0,8829900.0,11656000.0,25785000.0,12310000.0,16310000.0,7885600.0,8582400.0,11706000.0,9196400.0,13282000.0
118,22328000.0,23422000.0,26786000.0,21869000.0,23897000.0,14092000.0,15187000.0,18682000.0,17674000.0,23326000.0,16137000.0,16014000.0,20215000.0,21425000.0,27239000.0,19433000.0,24484000.0,25413000.0
119,12047000.0,11565000.0,10656000.0,9735200.0,11466000.0,11447000.0,11348204.0,12170000.0,11731000.0,11028000.0,10146000.0,9835200.0,10788000.0,10907000.0,10598000.0,10094000.0,10153000.0,11297000.0
120,19171000.0,23803000.0,16358000.0,22443000.0,17200000.0,25732000.0,35173000.0,44430000.0,35259000.0,40552000.0,28011000.0,28246000.0,35414000.0,36404000.0,21770000.0,24370000.0,31523000.0,28995000.0
121,64683000.0,69056000.0,86866000.0,73734840.0,79323000.0,66601000.0,69715000.0,80311330.0,71431000.0,78720540.0,81507000.0,73072000.0,76394000.0,74598760.0,80305570.0,81201000.0,79051810.0,83751000.0
122,9726900.0,8671010.0,8570131.0,7223500.0,8430562.0,10752000.0,9883421.0,8989727.0,11550000.0,8160000.0,8897609.0,9637545.0,8929956.0,8557000.0,9022912.0,9046398.0,9484800.0,8929490.0
123,2705900.0,2821700.0,3568000.0,3337300.0,2544600.0,2993600.0,2429200.0,3086200.0,3406300.0,3928200.0,3512000.0,2169800.0,3310400.0,2523800.0,2589000.0,2231900.0,3217500.0,1990000.0
124,19737000.0,20637000.0,38189000.0,19475000.0,23375000.0,18875000.0,20315000.0,23977000.0,19115000.0,21538000.0,23170000.0,17494000.0,24205000.0,15944000.0,20069000.0,18926000.0,25929000.0,24755000.0
